SKU_ID,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22
AS170229,,,,1,2,2,2,,,,,,0,0,0,0
AS170231,,,2,,4,1,2,,,2,3,4,2,4,2,1
AS170232,1,,1,1,,,,,,,,1,2,0,1,1
AS170239,,,,,,,,,,,,1,0,0,1,1
AS170240,,,,,,,,,,1,,,0,0,0,0
AS180015,,,,1,1,1,,1,,,1,,1,0,1,0
AS180212,,,,,,,,,,1,,,0,0,0,1
AS180300,,,,,,2,2,1,1,,,1,1,2,0,0
AS200050,1,,,,,,,,,,,,0,0,0,0
AS220023,,,,,,,,,,,2,,0,1,0,0
AS220024,,,,,,,,,,1,2,2,3,1,0,0
AS240132,,,,,,,,1,,,,,0,0,0,0
AS280012,,,2,2,,2,2,1,1,2,2,2,1,2,1,1
AS280020,,,1,1,1,1,1,1,1,1,1,2,1,1,1,3
AS280063,,,,,,,,1,,,1,,0,1,0,0
AS290010,,,,,1,2,1,3,1,1,1,,2,2,2,1
AS320018,,,,,,,,,2,1,,,0,1,1,0
AS320081,,,,,,,,1,,1,1,1,1,0,1,1
AS340035,,,,,,,,2,,3,2,3,2,2,2,0
AS340055,1,1,1,,,,,1,1,1,2,,1,1,1,1
AS340058,,,,,1,,,,,,1,,0,0,1,0
AS340215,,,,,,,,,,,,1,0,1,1,1
AS400011,1,2,1,,,,,,,,1,,1,0,1,0
AS400012,,,1,,,,,,,,,,0,0,0,0
AS400080,1,1,2,,,2,2,2,1,1,,1,0,0,0,0
AS400186,,1,,,,,,,,,,,0,0,0,0
AS400243,,,,,,4,,,2,,,,0,0,0,2
AS400373,,,,,1,,,,,,,,0,0,0,0
AS400611,1,,1,,,4,3,4,2,3,6,2,2,2,4,2
AS400648,,,,,,,,,,,1,,0,0,0,0
AS490009,2,2,1,2,3,3,3,1,,2,4,3,1,0,1,0
AS490018,1,,1,,2,3,1,2,2,1,3,2,3,1,3,1
AS490022,3,,,,,1,,,,,,,0,1,1,2
AS490070,1,,,,,1,1,,,1,1,1,0,0,0,1
AS490071,2,2,1,3,2,1,1,1,1,1,1,1,2,1,1,1
AS490072,2,,2,,1,1,1,1,1,3,1,2,2,2,1,1
AS490076,,1,1,,1,,1,,,,1,,1,0,0,1
AS490077,1,1,2,2,1,3,2,1,2,2,2,3,2,2,3,1
AS490078,2,2,2,2,4,1,2,1,1,3,2,2,3,1,3,2
AS490079,4,2,1,1,3,1,2,3,1,1,1,4,1,3,1,2
AS490086,,,1,,1,,,,,,,,0,0,0,0
AS490112,,,,,,,,,,,1,,0,1,1,1
AS500005,,,,,,2,1,3,1,3,3,,0,1,1,2
AS500021,,1,,,1,,,2,1,,1,,0,0,0,0
ASA00010,1,1,1,,,,1,1,1,1,2,1,2,1,1,0
ASA10072,,,,,,,,,1,,1,1,2,2,2,2
ASA30014,,,,,,,,,,,,1,0,2,0,1
ASA50023,3,1,3,2,4,5,3,4,4,3,4,3,2,5,5,4
ASA50027,4,5,3,3,3,4,5,3,4,4,5,2,2,4,5,4
ASA50028,2,1,1,,1,,,,,1,,,1,2,2,2
ASA50076,2,1,2,1,1,3,1,1,1,3,1,2,3,2,2,1
ASA50080,,,,,,1,,,,,,,0,0,0,0
AU000001,5,10,10,9,11,12,11,10,13,10,14,12,13,7,19,16
AWR8011,13,14,12,15,13,14,10,11,7,8,9,5,3,1,2,3
AWR8011P,,,,,,,,,,1,7,6,7,7,8,9
AWR8021,9,11,11,10,11,9,8,14,13,8,8,7,1,1,0,0
BC000006,,1,1,,1,1,,1,1,1,2,1,0,1,1,1
BC000007,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2
BC000008,3,3,2,2,4,3,4,5,4,4,3,6,2,4,4,4
BC000009,2,2,1,1,1,1,,3,1,,,1,2,1,3,3
BC000010,,2,1,,,3,1,1,1,1,1,1,2,2,1,2
BD642828,,,,,,,,,,1,1,,0,0,0,0
BI000070,5,3,6,5,4,4,5,6,4,6,5,4,6,6,6,3
BI000071,8,11,11,6,10,8,9,10,8,10,7,8,7,7,6,7
BI000078,1,,2,2,2,2,1,3,2,2,3,4,2,3,4,6
BI000079,4,10,13,11,11,19,3,1,1,2,1,2,2,3,2,4
BI000080,7,13,15,12,11,18,5,3,3,4,4,5,3,7,5,7
BI000081,9,10,9,9,11,12,9,18,8,14,13,5,4,3,3,2
BI000082,2,1,3,,3,2,2,3,1,2,2,2,1,0,3,1
BI000113,2,1,1,2,,2,2,1,1,2,3,1,4,2,1,2
BI000114,2,1,2,1,1,1,1,1,1,1,2,1,3,2,1,1
BI000133,8,6,4,5,6,6,7,10,8,9,7,6,8,7,6,5
BI000134,1,,1,2,,,1,,,1,,1,1,0,1,1
BI000135,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2
BI000136,4,2,3,3,2,5,3,2,2,2,3,2,2,4,2,3
BI000137,4,4,1,,,,,,,4,8,8,10,9,8,9
BI000138,7,4,2,2,2,2,3,5,5,8,6,8,8,5,7,5
BI000150,2,1,1,3,,1,4,1,,2,1,,3,0,0,0
BI000154,8,6,8,7,7,9,8,13,12,,6,3,2,3,2,3
BI000155,2,1,1,2,2,2,1,4,4,7,4,1,2,2,1,3
BI000156,3,1,2,1,2,2,2,4,6,5,5,4,4,2,4,4
BI000157,1,,1,,1,,,1,2,2,1,1,0,0,0,1
BI000160,3,2,2,2,3,2,2,2,4,4,4,2,2,3,3,2
BI000161,5,4,1,3,5,4,4,7,6,8,7,7,6,4,4,5
BI000162,8,5,2,1,4,3,5,5,5,11,7,5,6,6,4,6
BI000163,4,2,,2,2,1,2,2,2,2,2,3,2,1,2,3
BI000207,2,2,3,2,3,3,3,4,3,4,5,2,4,1,3,2
BI000208,1,2,1,2,1,1,3,2,,2,3,2,1,2,3,2
BI000209,2,1,3,3,4,4,4,4,1,7,7,4,2,3,2,2
BI000217,4,4,5,3,6,3,4,4,3,4,5,5,6,3,4,5
BI000218,7,7,7,7,8,5,9,5,5,8,7,9,8,7,8,7
BI000219,1,2,1,,,,,,,,,,0,0,0,0
BI000220,4,4,4,4,4,4,5,3,2,2,,,0,0,0,0
BI000230,1,1,2,1,1,1,1,1,1,2,1,1,0,1,1,2
BI000231,5,5,8,7,9,5,5,5,5,5,6,4,3,5,5,6
BI000238,,,1,,2,,1,2,,1,1,1,3,1,0,0
BI000240,11,17,15,12,11,15,9,15,10,10,13,15,15,9,0,0
BI000247,2,,2,2,3,2,4,4,3,3,2,4,3,4,3,3
BI000248,2,2,3,4,4,4,6,6,6,8,5,9,7,7,11,8
BI000249,,,2,1,2,3,3,4,4,3,4,3,4,4,2,3
BI000250,1,1,3,2,3,2,1,3,3,6,3,5,4,4,7,5
BI000251,,,2,1,1,1,1,,,1,1,,4,4,5,5
BI000254,7,8,9,6,9,10,8,8,8,14,14,12,11,11,13,11
BI000257,,,,,,,4,8,12,11,14,10,5,3,5,1
BI000258,,,,,,,,,,8,7,4,6,6,3,6
BI286065,2,6,5,5,4,4,6,6,2,6,2,2,3,2,3,3
BI286072,,,1,1,1,1,,3,,,,,2,0,1,0
BI286089,10,6,9,8,9,8,8,9,4,9,9,7,10,0,6,9
BI286287,1,,,,,1,,,2,,1,3,1,3,1,1
BI286294,1,,,,,,,,,,,,0,0,2,0
BI286348,,,1,2,2,1,1,1,2,2,1,2,1,1,0,2
BI286454,,1,,,1,1,,1,1,,,,0,1,1,1
BI286676,1,1,1,,,,2,2,,2,1,1,0,1,2,1
BI286782,1,,,1,,,1,4,,2,3,2,2,0,3,3
BI286799,,,,,1,,,,,,1,,0,1,3,2
BI286843,,1,,,,,,,,,,,1,0,0,0
BI286850,,,,,1,1,1,,,1,,1,3,1,0,1
BI286928,,,,,1,,,,,,,,0,0,0,0
BI286973,6,5,,6,6,4,6,4,8,5,5,2,6,5,3,0
BI286991,1,,1,2,1,1,2,1,2,1,2,,1,1,1,1
BI287000,,2,1,2,2,2,2,2,1,,3,1,3,2,1,2
BI287109,6,12,17,18,9,10,9,9,8,8,9,11,7,7,8,8
BI287130,5,1,5,3,2,3,3,3,4,4,3,5,3,1,0,2
BI287147,,4,2,2,1,1,2,3,1,5,3,6,4,2,5,2
BI287178,3,2,4,2,4,3,4,4,4,3,3,5,5,3,3,2
BL000003,4,2,4,4,3,7,8,5,5,8,,4,3,7,12,13
BL000004,1,1,1,1,1,1,1,1,,2,1,1,1,3,5,8
BL000012,,1,1,,1,,1,,,,,,0,0,0,0
BO000001,2,,,,,3,2,2,1,1,2,2,2,2,3,2
BO062306,7,3,4,2,,3,3,3,2,2,3,2,2,2,2,3
BO062405,,5,12,8,3,,9,9,7,10,10,7,12,10,10,10
BO170762,4,2,,,1,3,2,,,,,,0,0,0,0
BO171196,,,,1,,,,,,,,,0,0,0,0
BR000001,1,2,,,1,1,1,,2,2,1,,0,0,1,2
BR000006,4,1,2,2,2,3,2,2,1,1,,4,2,6,2,0
BX114498,,,,,,,,,2,,,,1,1,0,1
BX600601,,,,,1,,,,,,,,0,0,0,0
BX955562,,,,,,,1,,,,,,0,0,0,0
BXF16AG0,,,,,,,,,1,,,2,2,1,0,0
BXF17AG0,,,,,,2,,,,1,,,0,1,0,0
BY020014,4,4,4,3,3,3,3,2,4,3,3,3,5,4,2,0
BY020410,,3,1,2,1,,1,,1,,3,,0,1,1,1
BY020519,1,1,,4,10,6,,,,,,,0,0,0,0
BY020595,2,1,2,2,2,3,1,2,1,3,,2,1,3,1,1
BY020663,1,1,4,3,1,2,3,2,1,4,2,1,3,1,3,1
BY040005,2,,,,,,,,,,,,0,0,0,0
BY040012,3,2,1,3,1,2,1,2,1,2,2,2,1,2,1,1
BY040029,1,,,1,1,1,1,2,2,1,2,1,2,2,1,1
BY040036,5,7,6,6,6,7,7,7,6,8,7,4,2,8,9,9
BY040111,,2,3,1,1,2,1,2,2,,2,1,3,1,2,1
BY040128,,1,,,1,,,1,1,1,,1,1,0,1,1
BY040173,3,,3,2,2,2,1,2,1,2,2,1,2,1,2,2
BY040333,8,7,6,6,7,10,2,,,13,11,8,6,8,8,5
BY040425,10,9,11,10,10,12,8,7,4,5,4,4,4,3,4,4
BY040586,1,2,4,2,1,,1,1,1,2,1,2,2,3,3,2
BY040715,1,1,2,1,1,1,2,3,2,2,2,1,2,1,3,1
BY040821,5,5,5,6,6,6,8,4,4,6,6,5,5,4,7,3
BY040869,5,4,2,4,3,5,3,3,5,4,4,3,3,5,5,4
BY040876,3,2,2,2,2,2,3,2,2,3,2,2,4,2,2,2
BY040999,1,,,,,,,2,,,1,,1,0,0,0
BY041002,,,,,,,,,,,,1,0,0,1,0
BY092007,4,1,4,2,2,2,1,2,1,2,1,2,1,1,2,1
BY092014,6,3,5,5,5,6,6,6,5,5,4,5,5,5,4,4
BY092045,7,6,7,5,7,7,9,6,8,7,4,4,6,3,3,4
BY092052,,,7,3,3,3,2,4,3,4,4,3,3,5,4,3
BY092069,,6,4,3,2,3,2,4,3,2,4,1,8,6,8,7
BY092120,,1,1,,1,1,1,1,1,2,1,1,1,1,0,1
BY092137,2,,,,,,,,,,,,0,0,0,0
BY092151,10,7,8,5,10,8,6,10,6,9,9,8,6,5,8,7
BY092229,13,12,7,8,10,9,9,16,8,10,9,3,16,6,6,2
BY092236,14,6,3,6,5,3,4,6,4,4,4,5,15,6,4,1
BY092250,12,10,6,5,8,6,7,7,5,4,2,,0,0,11,4
BY092267,1,1,1,1,1,1,3,2,2,3,2,2,2,1,4,2
BY092281,,,1,,,,,1,,,1,,2,0,2,1
BY092335,9,8,8,7,8,9,8,8,7,10,7,7,9,7,8,7
BY092366,12,9,11,10,13,8,10,12,11,12,10,9,12,6,7,8
BY092403,11,4,7,5,8,8,8,6,4,,12,9,6,6,6,4
BY092441,8,9,5,6,5,6,4,5,6,8,13,8,10,9,6,3
BY092472,8,1,,,,,,,,,,,0,0,0,0
BY092489,10,8,7,8,7,9,7,6,6,12,10,5,7,5,6,7
BY092502,6,3,5,5,7,5,5,6,5,1,1,6,9,5,5,4
BY092526,9,6,9,12,15,11,8,16,10,11,10,8,4,4,10,7
BY092557,15,12,8,10,11,8,7,6,11,9,10,8,14,5,8,2
BY092564,10,7,7,8,8,7,5,8,6,9,7,10,9,7,9,7
BY092571,11,8,13,13,14,12,14,12,12,14,14,8,14,9,10,11
BY092618,1,3,2,3,3,2,3,2,2,3,2,1,2,2,1,2
BY092625,15,3,13,9,11,15,8,6,2,7,4,4,6,9,6,6
BY092632,9,8,7,9,8,7,8,8,6,10,7,8,8,8,6,6
BY092649,1,1,2,1,1,1,1,1,,,2,,0,0,0,1
BY092663,3,3,6,4,4,3,4,4,3,3,4,3,3,3,4,5
BY092687,7,6,6,6,7,7,6,7,5,5,7,5,6,5,7,4
BY092717,5,4,6,8,14,7,5,14,5,8,6,8,8,4,10,10
BY092731,,,,,,,,,1,,,,1,0,0,0
BY092755,,,,,,,1,,,,,,1,0,0,0
BY092762,,,,,,,,,,,,1,0,0,0,0
BY092779,16,14,7,6,7,6,6,10,6,5,7,5,13,8,9,6
BY092786,1,1,,1,,2,,1,1,1,1,1,0,1,2,1
BY092823,11,7,9,8,10,9,8,10,6,9,9,8,11,9,9,8
BY092847,,,,1,1,1,,1,,1,1,1,0,1,0,1
BY092861,11,12,14,17,4,9,18,7,7,8,8,4,4,6,9,8
BY092878,12,7,10,10,13,11,10,12,10,11,9,7,11,6,2,2
BY092991,9,3,8,9,10,13,8,14,3,8,7,6,10,7,10,6
BY121262,8,4,8,16,14,13,11,11,3,16,16,11,8,12,8,9
BY876018,2,2,3,3,3,3,4,2,4,1,4,4,3,5,1,3
BY876025,10,11,9,8,9,11,10,10,6,8,9,9,11,8,10,8
BY876063,12,9,13,16,9,8,14,7,6,7,5,4,5,4,6,5
BY876124,,5,11,7,2,2,1,1,1,,2,1,7,9,2,3
BY905398,1,,,,,,,,,,,,0,0,0,0
BY989852,3,2,2,2,2,1,2,1,2,2,2,1,2,2,3,3
BY989883,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,3
C2122000,2,2,2,1,3,1,3,2,1,2,1,3,2,2,2,2
C2122001,1,1,1,,3,,1,,1,,2,1,0,1,2,1
C2122003,1,,1,1,,1,1,,,,1,1,0,1,0,1
C2122005,1,,1,2,,,2,1,1,,1,1,1,3,1,1
C2122009,1,,1,,,1,1,,,2,,2,0,1,0,0
C2122010,,1,1,,,,2,,,2,,2,0,2,1,1
C2122011,,,1,,,1,,1,,2,,,1,2,0,2
C2122030,2,2,1,1,1,1,,1,1,1,,1,1,0,1,1
C2122031,,,,1,,,1,1,,,,,0,1,0,1
C2122032,,,,,,,,,,1,,1,0,0,0,1
C2122036,,,1,,,1,1,1,,,,1,0,1,0,1
C2122037,,,,,,1,1,,,,,1,0,1,0,1
C2122038,,1,,1,,1,1,,,1,,1,0,1,0,1
C2122039,,1,1,,,2,,1,,,,2,0,2,0,0
C2122041,1,,,,,,,,,,,,0,0,0,1
C2122042,,,,,,,,,,,,1,0,1,0,0
C2122100,1,,,,,1,,1,,,1,1,0,1,0,0
C2122101,1,,1,,,,,1,,,2,,0,1,0,0
C2122102,1,,1,,,,,,,,1,2,0,0,1,1
C2233100,1,1,,,,1,,1,1,,1,,0,2,0,0
C2233200,3,1,2,1,2,2,2,,,2,,4,5,2,4,2
C2233202,4,3,3,5,3,4,3,3,3,7,4,6,4,3,3,2
C2233400,1,2,1,1,1,2,2,1,3,1,5,1,2,4,1,0
C2237000,1,1,,1,,,1,1,1,,,1,1,3,0,1
C2237002,4,3,4,3,4,4,4,5,3,5,4,2,0,0,1,0
C2237010,,,3,,,1,,2,1,1,,,0,1,0,1
C2237011,,,,,,,,1,,,,,0,0,1,0
C2240012,2,,2,2,2,3,2,1,,,,,3,2,2,1
C2240013,1,,1,,1,,,,1,1,1,1,1,0,1,1
C2240014,,,,1,,1,,1,1,1,,1,0,2,2,0
C2240019,4,1,2,3,3,2,4,3,1,5,5,5,5,3,3,2
C2240020,4,1,3,2,4,4,4,2,2,5,6,6,2,0,0,0
C2240023,7,2,6,7,15,9,,10,1,,,,0,0,0,0
C2240026,3,3,9,8,3,3,2,1,2,8,4,,0,0,0,0
C2240027,5,3,6,5,4,1,,,,,,,0,0,0,0
C2240036,,,,,,,,,,,1,,1,0,0,0
C2240037,,,,,,,,1,,,2,1,0,0,0,0
C2240038,1,,1,1,1,,1,1,,1,,1,0,0,0,0
C2240039,1,,1,2,,,1,1,1,,1,1,2,0,0,1
C2240040,,1,,1,1,,,,,,,1,1,0,0,0
C2240043,,,,,4,,,,,,,,0,0,0,0
C2240051,2,11,11,7,4,2,5,8,3,,,6,7,2,1,8
C2240052,6,6,1,,4,5,9,7,4,1,,,0,0,6,5
C2240054,1,,,,,,5,1,1,2,1,,0,0,0,0
C2240101,1,,1,,,2,1,,1,1,,,0,0,4,2
C2240102,1,1,,1,2,,2,,3,,1,,0,0,7,8
C2240147,6,1,,4,11,2,9,5,2,3,1,,0,0,5,5
C2240187,2,,3,8,7,1,6,8,6,1,,,3,10,2,0
C2240200,1,,,,,,1,,,,,,0,0,0,0
C2240282,7,5,5,6,8,7,3,,6,4,,,7,6,4,4
C2240283,9,5,6,5,,2,11,6,1,1,,,6,3,3,2
C2240284,2,4,4,3,1,2,5,2,3,1,1,,4,6,3,2
C2240299,4,3,6,4,4,5,5,3,,6,5,5,5,5,5,1
C2240301,5,12,7,12,6,13,12,8,,9,11,2,0,14,5,0
C2240303,1,9,9,9,9,6,8,11,4,9,9,9,7,0,21,3
C2240313,5,9,,5,6,,5,7,,,,9,0,9,4,2
C2240427,4,4,2,1,2,1,2,2,2,5,1,1,1,0,0,3
C2240600,,,,7,4,3,10,7,2,1,3,1,4,3,1,2
C2241056,1,3,2,2,3,2,,,,4,3,2,3,2,3,1
C2241059,7,5,6,5,,7,7,7,2,6,5,7,7,2,6,2
C2241074,1,2,1,2,1,1,2,3,2,1,1,,0,0,3,1
C2241100,9,4,9,5,6,5,1,1,,12,4,3,0,2,1,4
C2241103,7,5,2,3,5,,,11,5,,2,,1,1,0,0
C2241106,11,10,10,12,10,13,11,15,4,8,13,11,9,6,10,9
C2241109,4,3,3,4,2,5,5,4,3,3,1,8,4,2,3,3
C2241133,1,,,,,,,,,,,,0,0,0,0
C2241196,,,6,,8,6,1,1,3,1,,1,0,0,2,0
C2241203,7,1,9,7,5,4,,,,,,,0,0,12,1
C2241205,10,6,10,12,13,13,7,,1,5,4,5,4,0,0,0
C2241206,6,3,5,5,10,7,9,4,3,8,10,16,13,0,4,4
C2241320,,,,,7,4,3,4,4,4,,,0,0,0,0
C2241325,,1,2,,1,1,1,,1,1,1,1,1,1,2,1
C2241383,2,5,2,,,6,3,3,2,1,6,4,0,0,0,0
C2241393,,1,3,3,2,2,,3,1,2,2,2,2,2,1,0
C2241402,8,7,9,5,,,,,,,,,0,0,0,0
C2241451,,,1,,,,,,,,,,0,0,0,0
C2241483,12,6,12,11,20,12,10,10,6,11,15,8,13,0,5,7
C2241492,9,5,6,10,10,9,11,8,7,10,10,,17,12,9,7
C2241495,,,,,,,,,,6,9,5,0,0,0,0
C2241580,6,4,6,5,6,4,7,5,4,6,5,6,5,5,3,0
C2241581,2,2,1,1,2,1,2,1,2,2,2,3,2,1,2,1
C2241655,,14,1,9,2,9,,,,,4,8,0,0,0,9
C2241671,7,2,2,4,5,4,5,3,3,8,1,5,5,2,4,2
C2241672,11,6,7,8,10,7,14,7,5,9,9,9,10,8,6,5
C2241689,17,10,9,10,15,19,12,10,7,5,11,12,10,0,10,7
C2241693,1,,1,1,1,1,1,,,,,,2,3,1,1
C2241712,,1,,,,,1,,,1,,,1,0,0,0
C2241763,,1,,2,2,2,,,,,,3,0,0,0,0
C2241770,1,,1,,1,,,1,,,,,0,0,0,0
C2241880,5,2,2,3,3,1,,,,,12,5,0,0,0,0
C2241881,5,2,5,5,4,,,8,9,9,9,4,9,5,4,2
C2241890,,1,,,,1,,,,,,,0,0,0,0
C2241900,2,4,6,5,7,7,2,,5,5,,,0,5,1,5
C2242031,1,,1,,,,,,,,,,0,0,1,0
C2242032,,,1,,,,,,,,,,0,0,0,0
C2242039,3,,1,1,,,1,,,,4,,4,1,1,1
C2242057,,,,,,,1,,,,,,0,0,0,0
C2242063,2,,6,11,11,7,4,6,2,2,2,1,0,2,2,4
C2242071,10,8,8,7,11,7,7,6,6,9,9,10,9,9,8,6
C2242105,2,2,,1,,1,,,,1,,,1,0,0,0
C2242108,1,1,,1,,1,,,,1,,1,1,0,1,1
C2242179,,1,6,13,5,7,7,4,2,3,1,,1,0,9,16
C2242185,,,5,9,12,14,9,4,1,2,,1,0,0,1,5
C2242186,1,1,9,15,5,3,2,3,,,1,,0,0,5,6
C2242187,1,1,7,15,8,6,8,3,2,,2,1,0,0,4,7
C2242188,1,1,7,16,13,9,5,3,1,2,2,,0,1,4,9
C2242269,,1,1,1,1,,,,,,4,,0,1,6,2
C2242271,7,5,7,,15,8,5,8,3,3,3,2,2,1,5,4
C2242304,,,,1,,,,,,,,,0,0,0,0
C2242317,7,6,9,8,10,7,10,9,5,5,8,10,13,8,9,9
C2242334,15,10,7,5,5,4,3,4,3,7,8,9,14,9,8,5
C2242340,1,1,1,1,3,2,2,3,1,5,5,4,5,2,1,1
C2242347,,1,,,,,,,,,,,0,0,0,0
C2242351,14,7,6,8,7,4,8,5,4,6,11,8,10,5,9,5
C2242362,4,3,2,3,6,4,4,3,2,3,10,12,6,2,2,3
C2242382,,1,,2,,,,,,,,,0,0,0,0
C2242412,10,7,10,3,5,7,6,9,6,10,5,9,10,7,6,8
C2242533,2,1,1,,2,1,,1,,,5,1,2,0,1,0
C2242856,,,4,8,2,2,1,7,4,3,1,,1,0,1,0
C2242857,1,1,1,,1,,,1,1,2,,,1,2,0,0
C2242858,1,1,,1,1,,3,2,3,3,1,,1,2,1,0
C2243000,4,3,1,1,2,2,2,8,3,1,1,1,4,1,2,0
C2244000,,,,,,,1,1,1,,,,1,2,2,0
C2250000,6,7,6,7,8,10,9,10,7,7,9,7,9,8,9,7
C2252001,6,5,7,4,7,7,7,6,5,8,8,6,7,5,5,5
C2252500,2,2,3,3,3,4,2,2,2,3,3,4,4,2,4,2
C2253001,6,4,5,4,5,5,5,5,4,4,4,3,3,0,0,0
C2253003,1,1,1,2,1,2,1,1,,1,1,,2,0,0,0
C2253063,8,8,10,11,12,8,10,9,7,9,7,9,9,8,9,7
C2253064,12,9,11,9,11,11,9,9,10,12,6,6,8,6,8,5
C2253065,4,3,6,5,6,3,6,5,4,7,3,6,6,6,7,3
C2253201,2,,1,1,2,1,1,1,1,1,,3,0,3,1,1
C2253203,2,1,1,1,1,1,1,2,1,1,2,4,1,2,1,0
C2254000,3,1,1,2,2,1,2,1,,5,3,3,3,2,2,4
C2254001,5,3,4,3,3,3,2,2,3,3,3,4,5,5,7,5
C2254002,6,7,7,8,5,6,6,5,6,9,8,5,8,6,6,6
C2254003,10,8,8,9,10,9,10,11,8,15,7,4,6,5,6,4
C2255020,,,2,,,1,1,,,1,1,2,2,0,2,1
C2255021,1,1,1,,1,1,1,1,,1,,1,3,0,0,3
C2255049,1,,,,,,,,,,,,0,0,0,0
C2271000,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2
C2271001,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1
C2271010,1,,,,,1,,,,,1,1,0,0,1,0
C2271020,,1,,1,1,1,1,1,,2,,1,1,0,0,1
C2271030,,,,,,,,,1,,2,,0,0,1,0
C2277000,12,9,10,9,10,8,5,8,6,7,8,8,10,9,6,6
C2277001,,5,1,1,1,1,,1,2,5,,1,3,8,2,1
C3261004,,,,,,,,,,,,1,0,0,0,0
C3262028,2,1,2,2,,2,2,1,,1,3,1,1,2,2,0
C3262033,6,7,5,4,7,6,7,,3,4,6,4,6,4,4,4
C3262041,1,1,,,1,1,,,1,1,,,2,0,1,1
C3262127,1,1,,1,,1,,1,,1,1,2,0,0,1,1
C5700560,3,1,1,13,7,9,11,4,3,5,5,3,2,2,0,0
C5700564,,,7,,,,,,,,,,0,1,11,8
C5700570,2,3,,,,3,3,1,5,6,2,,1,2,0,0
C5700576,,,9,7,1,,,,,,,,0,1,10,5
C5700580,8,1,2,11,12,6,12,9,7,12,4,2,2,2,0,1
C5700581,,1,7,,,,,,,,,,0,1,12,9
C5700585,3,1,1,5,4,2,2,1,4,9,3,3,2,3,1,0
C5700586,,,2,,,,,,,,,,0,0,7,3
C5700595,,,,,,6,1,,1,2,1,1,0,1,0,0
C5700605,,3,1,,,2,,,,,,,0,0,0,0
C5705016,,,1,,,,2,,,,1,,1,0,0,1
C5705103,,,1,,,,1,1,,,,1,0,1,0,1
C6024101,,,,,,,,,,,7,,0,0,0,0
C6024114,8,2,4,5,6,2,3,3,5,12,12,14,15,8,6,4
C6024116,3,1,,,,,1,,2,3,3,3,2,2,0,0
C6024150,9,3,3,5,4,3,5,3,7,14,8,9,7,7,7,3
C6024166,,,,,,,,,,,,2,3,0,0,0
C6024500,1,,,4,1,1,2,2,1,5,2,1,1,0,1,4
C6024501,2,1,,5,1,1,,2,1,6,1,1,2,2,1,2
C6024502,,,1,,,,,,,,,,0,1,1,0
C6024503,,,1,,,,,,,,,,0,0,2,0
C6024506,13,8,5,6,8,9,9,10,4,10,10,9,14,12,6,6
C6025012,1,,1,,1,,1,,1,1,1,1,1,1,0,0
CI000005,10,7,7,10,10,9,13,14,10,14,9,16,12,9,9,9
CZ000002,2,,1,1,1,,1,,2,,1,1,1,0,1,0
CZ000003,2,3,2,1,3,3,3,1,1,1,2,1,1,1,1,2
DD429656,,,1,,,,1,,,,,1,0,0,0,0
DD739000,,,,,,1,,1,,2,,1,0,0,1,0
DD739017,,,2,,,,,,1,,,,2,0,0,0
DD739024,,,1,,,,1,,,2,,1,0,0,0,0
DD739055,,,1,,,,1,,,1,,,0,0,0,0
DD739062,,,,,,,,,,1,1,,0,0,0,0
DD739086,,,2,,,,,1,,,1,,0,0,0,0
DD739123,,,1,,,,1,,,1,,,0,0,0,0
DD739253,,,2,,,1,,,1,,1,,1,0,0,0
DD739482,,,2,,1,,,,1,,1,,0,1,0,0
DD739499,,,,,,1,1,,1,1,1,,0,1,0,0
DD739505,,,,,1,,,1,,1,,,1,0,0,0
DD739888,,,1,,,1,,2,,1,,1,1,0,0,0
DM933460,,,2,,,,,,,1,,2,0,0,1,0
DM933569,,,,,,,,,,,,4,1,0,4,0
DM942529,,,,1,,1,,,,,,,0,0,2,1
DM942536,,,,,,,,,,,1,1,0,1,0,1
DM942581,,,,,1,,,,,6,3,,0,1,3,0
DS024030,2,2,,,,,,,,,,,0,0,0,0
DS024191,,,,,,,,7,3,3,3,2,3,1,1,2
DS024573,1,,2,2,1,1,1,1,,,,,0,3,3,3
DS024597,2,1,1,1,2,1,2,3,1,2,2,3,2,1,1,1
DS024603,1,,2,1,,,2,1,2,1,3,1,1,0,1,1
DS040816,,1,10,8,7,6,5,6,,,3,5,3,2,4,3
DS080040,,,,2,1,1,1,1,1,1,1,2,1,0,1,1
DS081900,,1,1,1,1,,1,,3,2,1,1,1,1,0,0
DS086011,,,1,,,,,,,,,1,0,1,0,0
DS086578,,,,,,1,,,,1,,,1,0,0,1
DS086585,,,,1,,,1,,,,1,,1,0,0,0
DS086608,,,,,,1,,,,1,,,0,0,1,0
DS086752,,,,,,,,1,,,2,,1,0,1,0
DS086769,1,1,3,2,2,1,2,1,1,2,3,1,1,1,1,1
DS086776,,,,,2,1,,,,,,,0,0,0,0
DS088039,,,,9,12,8,5,4,1,2,3,2,2,2,3,3
DS088084,2,1,2,2,1,1,3,2,2,2,3,1,2,1,2,1
